timestamp,user_id,movie_id,genre,action,duration
2025-03-19 15:31:59.426116,user_252,movie_93,Comedy,search,18
2025-04-11 16:11:10.026067,user_570,movie_73,Romance,pause,77
2025-04-07 15:42:06.873965,user_177,movie_29,Comedy,pause,85
2025-03-27 09:35:17.040230,user_971,movie_39,Comedy,watch,93
2025-04-10 18:39:59.514438,user_168,movie_47,Action,like,124
2025-04-05 02:11:24.651560,user_730,movie_61,Sci-Fi,search,92
2025-04-01 08:54:53.493998,user_335,movie_99,Animation,watch,111
2025-03-19 19:56:32.861385,user_498,movie_13,Comedy,watch,35
2025-03-21 19:09:21.085311,user_60,movie_20,Horror,pause,62
2025-04-15 00:49:00.771434,user_68,movie_42,Documentary,search,23
2025-04-15 15:48:31.857483,user_327,movie_95,Action,search,126
2025-04-04 21:48:19.029621,user_82,movie_44,Drama,pause,55
2025-04-13 13:53:19.291544,user_752,movie_49,Animation,like,117
2025-04-06 00:23:13.796342,user_42,movie_97,Comedy,search,88
2025-03-23 23:36:28.092191,user_418,movie_44,Drama,pause,48
2025-03-23 08:44:27.785979,user_674,movie_17,Animation,watch,200
2025-03-28 18:55:34.643019,user_467,movie_55,Documentary,watch,195
2025-04-15 12:14:49.018821,user_541,movie_95,Action,watch,44
2025-04-12 10:11:18.014270,user_52,movie_95,Action,search,188
2025-04-14 08:41:10.092546,user_952,movie_55,Documentary,like,134
2025-04-15 12:12:21.657877,user_776,movie_65,Horror,watch,103
2025-03-25 20:14:07.387377,user_977,movie_98,Sci-Fi,like,1
2025-03-27 00:38:30.084066,user_125,movie_18,Comedy,pause,170
2025-03-22 14:59:30.067373,user_181,movie_49,Animation,like,162
2025-04-11 22:39:50.298931,user_50,movie_37,Comedy,watch,32
2025-04-15 01:33:26.146161,user_36,movie_38,Action,watch,182
2025-03-31 17:34:19.194445,user_267,movie_48,Animation,like,86
2025-04-07 03:51:23.634311,user_194,movie_59,Comedy,search,152
2025-03-24 04:15:31.252957,user_813,movie_64,Horror,pause,194
2025-04-16 10:29:40.592678,user_61,movie_6,Animation,like,192
2025-04-14 11:29:46.964602,user_591,movie_20,Horror,pause,181
2025-04-17 19:50:55.037357,user_545,movie_14,Comedy,like,150
2025-04-12 20:44:09.298085,user_632,movie_40,Horror,search,125
2025-04-14 23:35:59.802487,user_513,movie_46,Action,like,196
2025-03-20 06:49:35.250040,user_191,movie_57,Horror,watch,43
2025-04-10 15:18:24.110789,user_755,movie_63,Action,search,152
2025-03-29 12:09:13.732917,user_882,movie_76,Sci-Fi,watch,139
2025-04-16 11:10:03.776637,user_738,movie_74,Action,search,80
2025-04-12 14:35:22.480125,user_309,movie_55,Documentary,watch,145
2025-04-14 11:06:22.961549,user_904,movie_63,Action,search,37
2025-04-12 20:43:11.228561,user_151,movie_81,Romance,watch,152
2025-03-27 13:04:49.399269,user_227,movie_7,Action,search,109
2025-04-12 03:53:23.727679,user_241,movie_1,Action,watch,176
2025-03-22 18:48:32.863636,user_711,movie_69,Sci-Fi,like,139
2025-04-14 16:56:25.301293,user_317,movie_86,Romance,watch,95
2025-04-14 07:10:02.707468,user_518,movie_42,Documentary,search,199
2025-03-26 05:07:57.195878,user_516,movie_87,Sci-Fi,watch,142
2025-04-13 00:55:21.481707,user_638,movie_35,Romance,like,57
2025-04-02 08:23:54.984288,user_56,movie_74,Action,search,6
2025-03-28 16:43:03.728142,user_52,movie_18,Comedy,pause,11
2025-04-12 09:37:44.533804,user_827,movie_52,Action,like,71
2025-03-26 08:50:56.503361,user_972,movie_96,Animation,watch,14
2025-03-20 06:01:07.214746,user_322,movie_71,Comedy,search,125
2025-03-25 08:02:01.411345,user_997,movie_29,Comedy,search,143
2025-03-29 09:19:43.977504,user_158,movie_98,Sci-Fi,pause,153
2025-04-14 11:18:51.825742,user_162,movie_29,Comedy,pause,117
2025-04-17 13:08:25.557693,user_821,movie_83,Drama,search,120
2025-03-27 21:57:00.981135,user_946,movie_33,Comedy,search,88
2025-04-07 18:50:49.666471,user_21,movie_27,Horror,like,82
2025-03-31 12:44:55.372261,user_31,movie_56,Comedy,like,136
2025-04-17 23:24:28.989218,user_865,movie_50,Horror,search,157
2025-04-04 15:03:20.178585,user_886,movie_26,Comedy,search,22
2025-04-16 17:13:51.667722,user_752,movie_57,Horror,search,148
2025-03-23 00:01:34.820799,user_805,movie_95,Action,watch,192
2025-04-17 15:40:07.383770,user_779,movie_35,Romance,like,193
2025-03-24 21:32:56.779519,user_836,movie_68,Romance,pause,102
2025-04-17 10:00:17.946454,user_411,movie_26,Comedy,like,182
2025-03-27 12:06:57.811660,user_153,movie_77,Documentary,like,156
2025-03-22 19:01:48.402380,user_757,movie_20,Horror,like,9
2025-04-01 13:51:58.262200,user_582,movie_60,Drama,pause,184
2025-04-10 09:31:57.797212,user_995,movie_47,Action,like,57
2025-03-28 22:49:40.598393,user_575,movie_80,Comedy,watch,174
2025-04-06 17:27:02.347769,user_743,movie_24,Horror,search,64
2025-04-03 21:12:17.570663,user_726,movie_31,Documentary,like,186
2025-03-31 02:19:15.563230,user_699,movie_26,Comedy,pause,77
2025-04-05 20:07:25.208743,user_643,movie_86,Romance,like,94
2025-03-27 04:22:49.735911,user_688,movie_75,Drama,like,13
2025-04-09 19:18:20.455698,user_311,movie_18,Comedy,pause,114
2025-03-19 14:11:52.793143,user_668,movie_5,Documentary,search,9
2025-04-16 07:23:39.828974,user_613,movie_56,Comedy,search,193
2025-04-04 16:39:56.576464,user_160,movie_32,Animation,watch,185
2025-04-10 02:58:11.557783,user_504,movie_37,Comedy,search,142
2025-04-10 19:11:03.601760,user_5,movie_29,Comedy,watch,76
2025-04-08 15:49:58.083490,user_968,movie_73,Romance,like,107
2025-03-30 11:13:11.054857,user_215,movie_68,Romance,pause,46
2025-03-21 15:21:41.118439,user_117,movie_44,Drama,like,124
2025-04-08 11:13:53.079290,user_59,movie_33,Comedy,search,91
2025-03-29 10:43:27.493423,user_359,movie_71,Comedy,like,182
2025-03-28 22:59:58.351991,user_660,movie_0,Romance,pause,8
2025-04-13 23:33:04.604481,user_634,movie_64,Horror,watch,160
2025-04-10 03:12:12.049732,user_841,movie_50,Horror,search,129
2025-03-28 13:12:44.319204,user_582,movie_62,Comedy,like,7
2025-03-28 19:39:54.844445,user_560,movie_58,Comedy,search,90
2025-03-31 19:01:23.419141,user_761,movie_37,Comedy,watch,39
2025-03-31 14:42:30.803254,user_200,movie_18,Comedy,like,92
2025-03-28 09:51:07.284947,user_347,movie_46,Action,like,97
2025-03-23 08:37:38.975161,user_424,movie_3,Sci-Fi,like,11
2025-04-01 03:42:05.897139,user_996,movie_62,Comedy,pause,134
2025-04-16 18:02:31.634533,user_753,movie_60,Drama,search,60
2025-04-08 20:38:57.114147,user_60,movie_36,Animation,watch,16
2025-04-15 15:00:00.974539,user_833,movie_55,Documentary,search,137
2025-04-07 00:09:03.662146,user_92,movie_99,Animation,like,194
2025-03-28 13:39:51.074874,user_592,movie_61,Sci-Fi,search,79
2025-04-04 23:29:42.256448,user_770,movie_50,Horror,like,87
2025-03-19 13:16:21.195695,user_606,movie_86,Romance,pause,140
2025-03-28 03:33:29.354124,user_840,movie_43,Animation,pause,58
2025-04-01 10:29:59.084774,user_193,movie_35,Romance,like,57
2025-04-05 22:34:09.552859,user_643,movie_63,Action,pause,19
2025-04-08 04:22:05.976638,user_836,movie_33,Comedy,like,81
2025-04-02 11:46:18.389120,user_787,movie_36,Animation,search,96
2025-04-01 19:20:07.199798,user_533,movie_70,Animation,watch,181
2025-03-25 22:50:43.031364,user_275,movie_45,Drama,watch,7
2025-04-02 17:40:27.593877,user_339,movie_60,Drama,pause,176
2025-04-15 13:49:49.700547,user_706,movie_36,Animation,pause,174
2025-04-12 10:07:05.178249,user_6,movie_37,Comedy,search,52
2025-03-24 15:09:29.098945,user_861,movie_43,Animation,search,127
2025-03-22 02:01:59.031192,user_325,movie_84,Horror,pause,60
2025-04-04 00:06:20.609700,user_713,movie_94,Documentary,search,152
2025-04-07 12:41:51.698145,user_216,movie_67,Comedy,pause,87
2025-03-29 14:18:56.958022,user_102,movie_12,Documentary,watch,66
